range,time,rows
d_year = 2000 and d_moy between 1 and 10,6461,59792
d_year = 2000 and d_moy between 1 and 10,6472,59792
d_year = 2000 and d_moy between 1 and 10,6654,59792
d_year = 2000 and d_moy between 1 and 10,7966,59792
d_year = 2000 and d_moy between 1 and 10,7763,59792
d_year = 2000 and d_moy between 1 and 10,6758,59792
d_year = 2000 and d_moy between 1 and 10,6641,59792
d_year = 2000 and d_moy between 1 and 11,7050,59792
d_year = 2000 and d_moy between 1 and 11,7339,59792
d_year = 2000 and d_moy between 1 and 11,8436,59792
d_year = 2000 and d_moy between 1 and 11,7762,59792
d_year = 2000 and d_moy between 1 and 11,8568,59792
d_year = 2000 and d_moy between 1 and 11,7397,59792
d_year = 2000 and d_moy between 1 and 11,8542,59792
d_year = 2000 and d_moy between 1 and 11,7286,59792
d_year = 2000 and d_moy between 1 and 11,7163,59792
d_year = 2000 and d_moy between 1 and 11,7471,59792
d_year = 2000,9546,59792
d_year = 2000,9713,59792
d_year = 2000,9613,59792
d_year = 2000,9448,59792
d_year = 2000,9872,59792
d_year = 2000,9908,59792
d_year = 2000,9725,59792
d_year = 2000,9885,59792
d_year = 2000,9788,59792
d_year = 2000,9555,59792
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),10055,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),10047,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),9893,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),10159,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),10513,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),9955,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),9724,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),9900,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),9914,74851
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),10021,74851
d_year = 2000 or d_year = 2001,16348,74851
d_year = 2000 or d_year = 2001,13856,74851
d_year = 2000 or d_year = 2001,15658,74851
d_year = 2000 or d_year = 2001,16091,74851
d_year = 2000 or d_year = 2001,13919,74851
d_year = 2000 or d_year = 2001,15892,74851
d_year = 2000 or d_year = 2001,16548,74851
d_year = 2000 or d_year = 2001,13499,74851
d_year = 2000 or d_year = 2001,16190,74851
d_year = 2000 or d_year = 2001,13841,74851
