range,time,rows
d_year = 2000 and d_moy between 1 and 10,8683,100
d_year = 2000 and d_moy between 1 and 10,8905,100
d_year = 2000 and d_moy between 1 and 10,8796,100
d_year = 2000 and d_moy between 1 and 10,8760,100
d_year = 2000 and d_moy between 1 and 10,8962,100
d_year = 2000 and d_moy between 1 and 10,8706,100
d_year = 2000 and d_moy between 1 and 11,10791,100
d_year = 2000 and d_moy between 1 and 11,10590,100
d_year = 2000 and d_moy between 1 and 11,10956,100
d_year = 2000 and d_moy between 1 and 11,10878,100
d_year = 2000 and d_moy between 1 and 11,10814,100
d_year = 2000 and d_moy between 1 and 11,10916,100
d_year = 2000 and d_moy between 1 and 11,11278,100
d_year = 2000 and d_moy between 1 and 11,11076,100
d_year = 2000 and d_moy between 1 and 11,10648,100
d_year = 2000 and d_moy between 1 and 11,10950,100
d_year = 2000,12488,100
d_year = 2000,12412,100
d_year = 2000,13046,100
d_year = 2000,12113,100
d_year = 2000,12511,100
d_year = 2000,12138,100
d_year = 2000,12081,100
d_year = 2000,12348,100
d_year = 2000,12911,100
d_year = 2000,12202,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),29608,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),27431,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),25387,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),25719,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),26433,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),26786,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),24961,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),24900,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),26179,100
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),25717,100
d_year = 2000 or d_year = 2001,37198,100
d_year = 2000 or d_year = 2001,38729,100
d_year = 2000 or d_year = 2001,36839,100
d_year = 2000 or d_year = 2001,38290,100
d_year = 2000 or d_year = 2001,38277,100
d_year = 2000 or d_year = 2001,36201,100
d_year = 2000 or d_year = 2001,38078,100
d_year = 2000 or d_year = 2001,37295,100
d_year = 2000 or d_year = 2001,36552,100
d_year = 2000 or d_year = 2001,38681,100
FALSE,1754,0
FALSE,552,0
FALSE,1537,0
FALSE,546,0
FALSE,537,0
FALSE,519,0
FALSE,451,0
FALSE,419,0
FALSE,456,0
FALSE,540,0
