range,time,rows
d_year = 2000 and d_moy between 1 and 7,9791,1
d_year = 2000 and d_moy between 1 and 7,9612,1
d_year = 2000 and d_moy between 1 and 7,9978,1
d_year = 2000 and d_moy between 1 and 7,9961,1
d_year = 2000 and d_moy between 1 and 7,9314,1
d_year = 2000 and d_moy between 1 and 7,10751,1
d_year = 2000 and d_moy between 1 and 7,9747,1
d_year = 2000 and d_moy between 1 and 7,9649,1
d_year = 2000 and d_moy between 1 and 7,9787,1
d_year = 2000 and d_moy between 1 and 8,11928,1
d_year = 2000 and d_moy between 1 and 8,11852,1
d_year = 2000 and d_moy between 1 and 8,11768,1
d_year = 2000 and d_moy between 1 and 8,11710,1
d_year = 2000 and d_moy between 1 and 8,11930,1
d_year = 2000 and d_moy between 1 and 8,11775,1
d_year = 2000 and d_moy between 1 and 8,12742,1
d_year = 2000 and d_moy between 1 and 8,13154,1
d_year = 2000 and d_moy between 1 and 8,11697,1
d_year = 2000 and d_moy between 1 and 8,12260,1
d_year = 2000 and d_moy between 1 and 9,13921,1
d_year = 2000 and d_moy between 1 and 9,13709,1
d_year = 2000 and d_moy between 1 and 9,13508,1
d_year = 2000 and d_moy between 1 and 9,13608,1
d_year = 2000 and d_moy between 1 and 9,13870,1
d_year = 2000 and d_moy between 1 and 9,14006,1
d_year = 2000 and d_moy between 1 and 9,13496,1
d_year = 2000 and d_moy between 1 and 9,14752,1
d_year = 2000 and d_moy between 1 and 9,13887,1
d_year = 2000 and d_moy between 1 and 9,13924,1
d_year = 2000 and d_moy between 1 and 10,16774,1
d_year = 2000 and d_moy between 1 and 10,15376,1
d_year = 2000 and d_moy between 1 and 10,15309,1
d_year = 2000 and d_moy between 1 and 10,14949,1
d_year = 2000 and d_moy between 1 and 10,14905,1
d_year = 2000 and d_moy between 1 and 10,15734,1
d_year = 2000 and d_moy between 1 and 10,15085,1
d_year = 2000 and d_moy between 1 and 10,15360,1
d_year = 2000 and d_moy between 1 and 10,15504,1
d_year = 2000 and d_moy between 1 and 10,15042,1
d_year = 2000 and d_moy between 1 and 11,18624,1
d_year = 2000 and d_moy between 1 and 11,18641,1
d_year = 2000 and d_moy between 1 and 11,18307,1
d_year = 2000 and d_moy between 1 and 11,18030,1
d_year = 2000 and d_moy between 1 and 11,18421,1
d_year = 2000 and d_moy between 1 and 11,18073,1
d_year = 2000 and d_moy between 1 and 11,18251,1
d_year = 2000 and d_moy between 1 and 11,18679,1
d_year = 2000 and d_moy between 1 and 11,18765,1
d_year = 2000 and d_moy between 1 and 11,18415,1
d_year = 2000,21366,1
d_year = 2000,20994,1
d_year = 2000,20773,1
d_year = 2000,21254,1
d_year = 2000,21476,1
d_year = 2000,21068,1
d_year = 2000,20548,1
d_year = 2000,21221,1
d_year = 2000,21045,1
d_year = 2000,20773,1
d_year = 2000 or d_year = 2001,39005,1
d_year = 2000 or d_year = 2001,39075,1
d_year = 2000 or d_year = 2001,37955,1
d_year = 2000 or d_year = 2001,37764,1
d_year = 2000 or d_year = 2001,37875,1
d_year = 2000 or d_year = 2001,38329,1
d_year = 2000 or d_year = 2001,38638,1
d_year = 2000 or d_year = 2001,38261,1
d_year = 2000 or d_year = 2001,38498,1
d_year = 2000 or d_year = 2001,38942,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),31175,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),29170,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),28081,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),26996,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),27421,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),26892,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),206906,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),25245,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),24604,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),24371,1
FALSE,345,1
FALSE,363,1
FALSE,374,1
FALSE,345,1
FALSE,376,1
FALSE,371,1
FALSE,381,1
FALSE,330,1
FALSE,360,1
FALSE,356,1
