range,time,rows
d_year = 2000 and d_moy between 1 and 8,15607,334390
d_year = 2000 and d_moy between 1 and 8,14986,334390
d_year = 2000 and d_moy between 1 and 8,15165,334390
d_year = 2000 and d_moy between 1 and 8,14458,334390
d_year = 2000 and d_moy between 1 and 8,16172,334390
d_year = 2000 and d_moy between 1 and 8,15677,334390
d_year = 2000 and d_moy between 1 and 8,15168,334390
d_year = 2000 and d_moy between 1 and 8,15228,334390
d_year = 2000 and d_moy between 1 and 8,14922,334390
d_year = 2000 and d_moy between 1 and 9,16538,365114
d_year = 2000 and d_moy between 1 and 9,15960,365114
d_year = 2000 and d_moy between 1 and 9,15690,365114
d_year = 2000 and d_moy between 1 and 9,15629,365114
d_year = 2000 and d_moy between 1 and 9,16109,365114
d_year = 2000 and d_moy between 1 and 9,15910,365114
d_year = 2000 and d_moy between 1 and 9,15801,365114
d_year = 2000 and d_moy between 1 and 9,16772,365114
d_year = 2000 and d_moy between 1 and 9,16168,365114
d_year = 2000 and d_moy between 1 and 9,16531,365114
d_year = 2000 and d_moy between 1 and 10,17021,401897
d_year = 2000 and d_moy between 1 and 10,17085,401897
d_year = 2000 and d_moy between 1 and 10,16793,401897
d_year = 2000 and d_moy between 1 and 10,16805,401897
d_year = 2000 and d_moy between 1 and 10,17759,401897
d_year = 2000 and d_moy between 1 and 10,17036,401897
d_year = 2000 and d_moy between 1 and 10,16887,401897
d_year = 2000 and d_moy between 1 and 10,16947,401897
d_year = 2000 and d_moy between 1 and 10,16986,401897
d_year = 2000 and d_moy between 1 and 10,16943,401897
d_year = 2000 and d_moy between 1 and 11,19825,444473
d_year = 2000 and d_moy between 1 and 11,19005,444473
d_year = 2000 and d_moy between 1 and 11,18873,444473
d_year = 2000 and d_moy between 1 and 11,19363,444473
d_year = 2000 and d_moy between 1 and 11,19706,444473
d_year = 2000 and d_moy between 1 and 11,19679,444473
d_year = 2000 and d_moy between 1 and 11,19291,444473
d_year = 2000 and d_moy between 1 and 11,19233,444473
d_year = 2000 and d_moy between 1 and 11,19171,444473
d_year = 2000 and d_moy between 1 and 11,18806,444473
d_year = 2000,20796,498230
d_year = 2000,21618,498230
d_year = 2000,21077,498230
d_year = 2000,21397,498230
d_year = 2000,20990,498230
d_year = 2000,20965,498230
d_year = 2000,21123,498230
d_year = 2000,21037,498230
d_year = 2000,20995,498230
d_year = 2000,21351,498230
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),31873,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),33906,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),34529,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),32271,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),31243,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),33558,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),31324,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),31239,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),31114,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),33768,775012
d_year = 2000 or d_year = 2001,43045,985789
d_year = 2000 or d_year = 2001,37150,985789
d_year = 2000 or d_year = 2001,35841,985789
d_year = 2000 or d_year = 2001,38919,985789
d_year = 2000 or d_year = 2001,36125,985789
d_year = 2000 or d_year = 2001,38862,985789
d_year = 2000 or d_year = 2001,40431,985789
d_year = 2000 or d_year = 2001,38725,985789
d_year = 2000 or d_year = 2001,38195,985789
d_year = 2000 or d_year = 2001,34676,985789
FALSE,1812,0
FALSE,622,0
FALSE,560,0
FALSE,570,0
FALSE,562,0
FALSE,544,0
FALSE,517,0
FALSE,580,0
FALSE,407,0
FALSE,1557,0
