range,time,rows
d_year = 2000 and d_moy between 1 and 8,9197,1
d_year = 2000 and d_moy between 1 and 8,9129,1
d_year = 2000 and d_moy between 1 and 8,9796,1
d_year = 2000 and d_moy between 1 and 8,9225,1
d_year = 2000 and d_moy between 1 and 9,10311,1
d_year = 2000 and d_moy between 1 and 9,10738,1
d_year = 2000 and d_moy between 1 and 9,10173,1
d_year = 2000 and d_moy between 1 and 9,10567,1
d_year = 2000 and d_moy between 1 and 9,10811,1
d_year = 2000 and d_moy between 1 and 9,10661,1
d_year = 2000 and d_moy between 1 and 9,9524,1
d_year = 2000 and d_moy between 1 and 9,9642,1
d_year = 2000 and d_moy between 1 and 9,10091,1
d_year = 2000 and d_moy between 1 and 9,10010,1
d_year = 2000 and d_moy between 1 and 10,10902,1
d_year = 2000 and d_moy between 1 and 10,10564,1
d_year = 2000 and d_moy between 1 and 10,10319,1
d_year = 2000 and d_moy between 1 and 10,10008,1
d_year = 2000 and d_moy between 1 and 10,10451,1
d_year = 2000 and d_moy between 1 and 10,9482,1
d_year = 2000 and d_moy between 1 and 10,10702,1
d_year = 2000 and d_moy between 1 and 10,10002,1
d_year = 2000 and d_moy between 1 and 10,10685,1
d_year = 2000 and d_moy between 1 and 10,10425,1
d_year = 2000 and d_moy between 1 and 11,11653,1
d_year = 2000 and d_moy between 1 and 11,11538,1
d_year = 2000 and d_moy between 1 and 11,11298,1
d_year = 2000 and d_moy between 1 and 11,11432,1
d_year = 2000 and d_moy between 1 and 11,11832,1
d_year = 2000 and d_moy between 1 and 11,12023,1
d_year = 2000 and d_moy between 1 and 11,11914,1
d_year = 2000 and d_moy between 1 and 11,12140,1
d_year = 2000 and d_moy between 1 and 11,11201,1
d_year = 2000 and d_moy between 1 and 11,11424,1
d_year = 2000,13460,1
d_year = 2000,13288,1
d_year = 2000,13380,1
d_year = 2000,12892,1
d_year = 2000,13208,1
d_year = 2000,12607,1
d_year = 2000,13220,1
d_year = 2000,12718,1
d_year = 2000,13119,1
d_year = 2000,13216,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15099,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15998,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),16448,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15473,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),16097,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15947,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15626,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15099,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15426,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15925,1
d_year = 2000 or d_year = 2001,21271,1
d_year = 2000 or d_year = 2001,23614,1
d_year = 2000 or d_year = 2001,21576,1
d_year = 2000 or d_year = 2001,23278,1
d_year = 2000 or d_year = 2001,22567,1
d_year = 2000 or d_year = 2001,22087,1
d_year = 2000 or d_year = 2001,23675,1
d_year = 2000 or d_year = 2001,23805,1
d_year = 2000 or d_year = 2001,23597,1
d_year = 2000 or d_year = 2001,23911,1
